string,subtlex_us.fpmw,subtlex_us.cd
prison,66.04,18.2
settle,42.02,18.19
trick,47.27,18.19
fellow,58.57,18.18
nature,45.16,18.18
goddamn,114.02,18.16
government,65.24,18.16
shame,41.57,18.11
wine,60.35,18.1
laughing,52.29,18.06
memory,48.57,18.05
loose,41.78,17.98
army,85.69,17.95
career,45.2,17.95
loud,39.82,17.95
spoke,38.63,17.94
beauty,48.24,17.93
biggest,40.88,17.93
correct,44.94,17.93
older,41.86,17.91
dumb,46.96,17.89
flying,50.57,17.89
bear,57.41,17.88
bite,40.78,17.88
local,41.73,17.86
nowhere,39.12,17.86
remind,36.92,17.86
beyond,43.14,17.84
credit,45.82,17.76
suggest,39.24,17.7
brings,35.12,17.69
tape,68.84,17.69
personally,36.67,17.68
horrible,42.43,17.64
large,41.45,17.64
mama,103.71,17.62
tie,44.43,17.61
usual,37.24,17.58
feed,42.39,17.57
planning,37.29,17.57
several,38.78,17.56
french,69.43,17.54
lied,43.8,17.53
papers,51.73,17.51
cop,86.14,17.49
sees,37.24,17.49
spirit,49.35,17.48
expecting,36.2,17.45
whenever,35.1,17.45
east,49.55,17.42
patient,63.65,17.41
cell,54.35,17.39
invited,40.47,17.39
boat,95.78,17.37
practice,45.69,17.36
rough,37.39,17.27
built,41.16,17.24
rain,48.9,17.24
copy,52.27,17.18
games,44.84,17.18
famous,45.02,17.1
ugly,42.16,17.08
agreed,35.92,17.07
opinion,42,17.05
onto,36.69,17.04
destroy,47.18,17.01
keys,51,17.01
breathe,48.51,16.98
itself,39.78,16.98
stories,43.43,16.96
bullshit,69.35,16.95
arrived,38.22,16.92
study,49.04,16.92
danger,43.67,16.87
sooner,37.02,16.87
view,38.53,16.83
total,37.65,16.8
tea,58.63,16.77
split,38.31,16.76
wet,39.22,16.75
desk,43.9,16.74
bright,44.41,16.73
killer,62.86,16.71
main,42.73,16.69
shirt,46.37,16.69
agent,102.65,16.68
driver,47.37,16.67
realized,35.96,16.64
ours,35.31,16.63
dancing,54.39,16.61
eh,51.35,16.58
faster,43.78,16.58
prepared,35.78,16.57
familiar,34.51,16.55
camera,57,16.54
account,44.71,16.52
cat,66.33,16.52
escape,44.27,16.52
meaning,37.33,16.49
christmas,122.43,16.48
guest,39.94,16.46
hero,49.84,16.46
hurts,37.39,16.43
condition,37.96,16.39
chief,77.9,16.38
animal,45.49,16.36
insane,38.69,16.36
sending,35.1,16.36
cook,45.57,16.32
ordered,36.96,16.3
color,39.43,16.29
lonely,41.67,16.26
serve,37.94,16.23
subject,36.96,16.23
opening,38.43,16.21
flight,59.69,16.19
pair,37.25,16.18
aware,35.65,16.17
downstairs,38.92,16.14
draw,40.41,16.14
saturday,47.51,16.14
wash,40.73,16.14
blind,45.82,16.13
cards,48.02,16.13
sea,59.84,16.13
states,54.1,16.13
ideas,38.96,16.11
lines,38.43,16.07
expected,33.25,16.05
cream,48.71,16.03
recognize,34.31,16.01
truly,35.88,16
health,40.27,15.99
church,69.67,15.98
screw,37.49,15.98
fantastic,39.78,15.93
introduce,34.73,15.92
stayed,32.71,15.92
unfortunately,32.39,15.92
incredible,37.8,15.88
friday,47.63,15.87
nope,34.96,15.86
regular,33.86,15.86
add,33.06,15.84
mommy,70.92,15.84
responsibility,35.41,15.82
sometime,33.31,15.82
purpose,35.08,15.8
matters,33.53,15.78
checking,32.47,15.77
flowers,47.59,15.76
master,87.25,15.76
ticket,45.57,15.76
opened,33.84,15.75
block,40.53,15.71
cars,45.63,15.71
followed,34.1,15.69
falling,36.02,15.68
heat,40.08,15.68
code,53.12,15.63
prefer,32.92,15.63
believed,35.06,15.62
sudden,33.47,15.62
guns,60.63,15.59
assume,33.47,15.57
teacher,55.73,15.56
cheap,36.24,15.55
signed,36.06,15.55
frank,159.39,15.53
runs,32.1,15.53
stars,46.14,15.52
y,85.2,15.52
planned,31.84,15.5
shower,41.12,15.49
suspect,44.2,15.46
shake,39.63,15.45
weight,36.27,15.45
butt,38.57,15.44
forgotten,34.73,15.44
showing,31.12,15.44
beach,56.63,15.39
gee,46.31,15.39
brown,60.12,15.38
nearly,33.75,15.38
subtitles,28.14,15.38
mood,34.04,15.36
finger,36.67,15.34
e,72.59,15.33
meat,43.65,15.33
nights,33.86,15.33
ate,33.76,15.32
exciting,34.82,15.32
hook,38,15.32
picking,32.51,15.3
dogs,53.02,15.28
pocket,35.71,15.28
covered,31.61,15.26
file,44.04,15.25
lies,36.92,15.25
ears,33.43,15.21
movies,46,15.2
terrific,41.92,15.19
among,33.9,15.18
asshole,61.61,15.18
selling,37.63,15.18
coat,42.08,15.16
brothers,47.06,15.15
confused,32.41,15.12
pieces,34.96,15.09
lift,34.14,15.07
bedroom,36.71,15.06
reasons,32.45,15.06
buying,32.92,15.05
milk,42.53,15.05
scare,33.57,15.03
slept,35.49,15.02
speed,41.25,15.02
center,45.78,14.96
knife,46.8,14.96
gentleman,41.86,14.95
mentioned,30.51,14.95
whom,35.2,14.95
dig,46.22,14.94
noise,34.88,14.93
numbers,39.61,14.93
saving,30.12,14.9
shh,55.1,14.84
restaurant,46.53,14.83
someday,33.84,14.83
fingers,33.25,14.81
com,34.31,14.79
yo,81.9,14.79
strike,45.57,14.78
ends,30.65,14.77
throat,36.02,14.77
aw,40.76,14.76
indeed,40.49,14.76
strength,36.92,14.72
fancy,34.84,14.7
sky,44.8,14.7
weapon,46.65,14.69
rush,31.41,14.68
crowd,37.37,14.66
enemy,48.51,14.65
someplace,31.59,14.65
drinks,34.2,14.64
mister,45.61,14.64
finds,29.25,14.62
sunday,43.25,14.62
depends,28.57,14.6
blew,31.57,14.59
computer,59.04,14.59
throwing,29.18,14.59
magic,52.69,14.58
witness,51.39,14.57
faith,46.33,14.54
stomach,33.82,14.53
powerful,35.12,14.52
naked,39.25,14.51
barely,29.06,14.5
heading,33.47,14.48
ended,29.63,14.47
clearly,29.98,14.46
drugs,48.31,14.45
arrested,34.92,14.44
river,55.47,14.44
soft,32.02,14.44
ow,56.92,14.43
records,40.51,14.43
pregnant,52.02,14.4
jealous,38.27,14.39
outta,62.45,14.38
kinda,42.41,14.37
remain,33.22,14.37
fixed,32.29,14.35
growing,29.94,14.35
st,50.24,14.34
obvious,29.57,14.32
screaming,38.14,14.32
legal,35.71,14.31
pool,46.98,14.31
freak,36.75,14.28
cake,45.06,14.27
operation,43.94,14.27
understood,32.14,14.27
bird,45.45,14.26
singing,44.73,14.23
spread,31.29,14.23
prepare,33.55,14.22
crack,32.84,14.21
headed,30.78,14.2
market,36.24,14.18
shape,30.24,14.18
issue,34.14,14.16
queen,54.69,14.16
spare,30.84,14.14
waited,29.12,14.14
example,29.94,14.12
ruin,28.53,14.1
brilliant,35.8,14.08
harm,31.78,14.08
liar,35.14,14.08
weak,31.51,14.08
doors,34.41,14.07
thoughts,33.39,14.06
language,35.1,14.04
program,42.63,14.04
chest,40.98,14.03
damage,33.06,14.03
stage,45.57,14.02
victim,47.73,14.02
chances,28.86,14.01
travel,33.37,14.01
genius,34.76,14
release,36.29,14
harder,30.27,13.98
professional,32.27,13.98
devil,41.33,13.97
suck,34.88,13.97
positive,31.63,13.95
character,38.16,13.94
joe,128.08,13.94
moon,49.96,13.91
kicked,30.57,13.9
repeat,33.02,13.9
george,146.55,13.87
ship,98.88,13.87
tickets,43.35,13.85
touched,29.51,13.85
romantic,35.18,13.84
warning,31.96,13.84
including,27.55,13.82
united,50.27,13.81
wherever,29.41,13.81
yourselves,29,13.78
changes,29.04,13.77
laid,29.94,13.77
race,61.9,13.76
dealing,28.24,13.73
details,29.04,13.72
roof,35.65,13.69
goodness,32.45,13.67
safety,32.33,13.67
page,37.49,13.66
pulling,27.14,13.66
r,70.18,13.66
sugar,37.76,13.66
borrow,29.31,13.65
hired,33,13.64
loss,29.12,13.64
tall,32.33,13.64
filled,27.18,13.63
balls,40.16,13.6
grew,29.27,13.59
student,43.04,13.59
animals,39.08,13.56
u,49.14,13.56
handsome,33.02,13.54
mission,47.06,13.53
social,33.39,13.53
murdered,38.57,13.52
discovered,28.76,13.51
national,38.16,13.48
cheese,39.04,13.47
battle,42.25,13.42
trade,35.2,13.42
screwed,29.78,13.4
band,53.41,13.38
burning,30.61,13.38
ls,97.39,13.38
carrying,28.45,13.36
lesson,32.24,13.35
tongue,31.16,13.32
bless,35.06,13.29
eggs,38.65,13.29
angel,78.27,13.26
nor,35.98,13.26
brave,31.71,13.25
invite,29.59,13.25
proof,34.39,13.25
jerk,33.14,13.23
mail,36.84,13.23
belongs,27.9,13.22
ha,122.75,13.22
member,28.78,13.22
sat,28.61,13.22
tom,109.57,13.22
survive,30.14,13.21
towards,27.43,13.21
expensive,27.94,13.2
fake,36.33,13.2
decent,28.1,13.19
ear,32,13.19
male,33.94,13.19
style,30.08,13.19
property,33.29,13.16
toast,33.47,13.16
bodies,33.22,13.15
doctors,36.37,13.15
drove,28.86,13.13
la,68.98,13.13
pleased,28.53,13.13
unbelievable,29.41,13.11
answers,29.94,13.1
mostly,26.08,13.1
nurse,44.98,13.1
fan,35.14,13.08
training,35.14,13.08
load,29.22,13.07
neighborhood,36.69,13.07
particular,27.9,13.07
began,32.51,13.05
buried,34.08,13.05
camp,51.22,13.04
drug,45.22,13.03
failed,28.76,13.02
tiny,32.22,13.02
speech,38.04,12.99
smells,27.27,12.98
changing,26.25,12.97
video,41.27,12.97
honestly,27.25,12.96
michael,198.33,12.95
received,28.16,12.95
shock,28.78,12.94
criminal,34.47,12.92
destroyed,30.84,12.92
recently,26.04,12.92
faces,26.73,12.9
n,55.1,12.9
pray,36.22,12.89
schedule,29.76,12.89
forced,26.45,12.86
doc,80.82,12.85
mike,111.9,12.84
deliver,28.35,12.82
focus,29.39,12.79
square,31.76,12.78
stolen,34.31,12.78
watched,26.53,12.76
available,25.94,12.74
concern,26.12,12.73
moves,27.84,12.72
parts,29.43,12.67
permission,31.12,12.67
rent,34.55,12.66
enter,29.73,12.64
streets,31.59,12.64
oil,41.08,12.63
appointment,30.57,12.61
lips,31.18,12.61
riding,32,12.6
pig,39.14,12.59
badly,26.2,12.58
complicated,27.16,12.58
lower,27.78,12.58
manager,39.96,12.58
mary,88.08,12.57
tied,26.75,12.57
justice,37.45,12.55
tear,27,12.55
woke,26.35,12.55
exist,28.96,12.51
offered,26.14,12.51
points,32.2,12.51
spending,24.78,12.51
meal,28.86,12.49
original,28.24,12.49
shopping,30,12.49
dump,28.82,12.48
bridge,45.71,12.47
fortune,29.76,12.47
hated,28.22,12.47
wise,28.47,12.47
avoid,24.29,12.43
fellas,38.69,12.43
slip,25.88,12.43
cousin,48.84,12.41
grown,25,12.41
likely,25.76,12.41
burned,28.39,12.37
caused,25.84,12.37
raised,25.73,12.37
research,33.1,12.37
female,31.61,12.36
process,27.98,12.36
crew,47.53,12.35
bell,39.33,12.34
monday,33.29,12.33
letters,37.45,12.32
ln,73.59,12.3
anytime,24.47,12.29
ashamed,27.37,12.29
player,37.76,12.29
tip,27.63,12.29
weather,34.24,12.29
dick,53,12.27
puts,24,12.27
brains,27.47,12.26
curious,26.22,12.24
regret,27.14,12.24
spring,31.31,12.24
insurance,38.33,12.22
paint,36.8,12.22
society,32.92,12.22
warn,25.35,12.22
signal,37.76,12.21
higher,27.84,12.2
j,78.94,12.2
passing,25.98,12.18
period,27.78,12.18
physical,27.18,12.18
nonsense,28.47,12.17
rights,29.61,12.17
based,26.61,12.16
client,53.24,12.16
command,43.63,12.16
yellow,33.8,12.15
reached,24.73,12.12
attitude,26.08,12.11
awake,26.71,12.11
science,37.25,12.11
thousands,27.65,12.09
film,65.25,12.08
wanting,24.53,12.08
amount,24.75,12.06
boring,27.41,12.06
base,35.37,12.05
san,49.86,12.04
disappeared,28.8,12.03
connection,27.18,12.02
glasses,33.12,12.02
rise,27.43,12.02
lab,39.61,12.01
unit,36.18,12.01
bleeding,29.73,11.99
bullet,38.24,11.99
post,32.43,11.98
dating,33.12,11.95
dozen,24.14,11.93
success,27.25,11.93
charges,29.53,11.92
grateful,26.57,11.92
medicine,34.2,11.92
season,31.47,11.92
switch,28.12,11.92
breathing,27.78,11.91
jobs,27.61,11.87
stood,25.78,11.87
babies,33.41,11.86
energy,32.9,11.86
midnight,28.37,11.86
bath,31.12,11.85
surely,27.59,11.85
grade,29.27,11.84
plays,29.82,11.84
eventually,24.43,11.83
license,32.06,11.83
pounds,31.27,11.83
traffic,28.51,11.83
babe,35.57,11.81
bags,28.55,11.8
celebrate,24.86,11.8
disgusting,26.61,11.8
healthy,24.75,11.8
hung,28.16,11.8
detective,61.12,11.78
freeze,32.16,11.78
hates,25.75,11.78
treated,23.9,11.78
staff,32,11.77
talks,23.84,11.77
below,28.04,11.75
friendly,26.04,11.75
stranger,27,11.75
telephone,32.37,11.73
dies,24.9,11.72
project,37.39,11.72
airport,38.04,11.71
knocked,24.73,11.71
model,32.06,11.71
wide,23.8,11.71
desperate,25.69,11.7
ruined,25.53,11.7
aside,23.76,11.68
direction,24.08,11.67
vacation,32.8,11.67
fought,26.71,11.66
assistant,32.22,11.65
gay,59.08,11.65
gosh,29.9,11.65
score,30.43,11.65
shoulder,26.2,11.64
charlie,111.14,11.62
ms,50.96,11.62
becomes,24.14,11.6
drag,26.45,11.6
trees,30.69,11.6
proper,25.27,11.59
jacket,33.41,11.58
closing,26.14,11.56
cases,28.16,11.55
event,26.37,11.55
weapons,40.49,11.55
bob,91.49,11.54
firm,35.27,11.52
theory,28.61,11.5
becoming,22.88,11.46
cab,35.8,11.46
extremely,23.73,11.44
funeral,33.2,11.44
nah,28.1,11.44
trial,49.37,11.44
setting,21.55,11.43
slowly,25.08,11.43
military,41.24,11.42
practically,22.84,11.42
appear,23.37,11.41
carefully,23.57,11.41
clever,27.27,11.41
basically,26.02,11.4
hire,25.53,11.4
distance,25.61,11.39
easily,22.57,11.39
wasting,22.25,11.39
aunt,55.2,11.37
chinese,44.43,11.37
freedom,33.1,11.37
remembered,22.47,11.37
toilet,28.9,11.37
considered,23.18,11.36
led,24.02,11.36
pure,24.92,11.35
shots,28.37,11.34
david,101.88,11.33
james,65.84,11.33
suicide,34.25,11.33
birth,27.55,11.3
exact,22.63,11.3
sam,123.16,11.3
rooms,26,11.29
charming,28.12,11.28
knees,25.88,11.28
loving,25,11.28
monster,38.86,11.27
target,37.96,11.27
chase,32.8,11.25
stealing,24.8,11.25
younger,24.65,11.25
punch,29.69,11.24
rate,24.92,11.24
smoking,26.16,11.24
de,42.37,11.23
rat,32.61,11.22
fourth,26.45,11.21
california,38.67,11.19
fail,24.59,11.19
circumstances,22.94,11.18
stone,40.63,11.18
wound,26.53,11.17
knowledge,25.53,11.16
pride,27.67,11.16
official,24,11.15
television,33.9,11.15
bomb,53.65,11.13
tour,30.8,11.13
hitting,23.53,11.12
returned,24.76,11.12
kinds,21.98,11.11
direct,24.04,11.1
pathetic,24.2,11.1
unusual,23.73,11.1
attorney,40.39,11.09
effect,23.9,11.09
fella,33.43,11.09
staring,23.45,11.09
parking,27.04,11.08
statement,29.24,11.08
bust,27.57,11.06
disappointed,22.04,11.06
paul,94.14,11.06
section,27.33,11.05
embarrassing,22.84,11.04
plate,25.65,11.03
create,25.27,11.02
access,31.67,11
joy,28.55,11
steps,24.69,10.99
pissed,25.49,10.98
county,33.76,10.97
hill,37.55,10.97
scary,26.2,10.97
committed,24.02,10.96
advantage,22.06,10.94
reality,30.25,10.94
odd,24.04,10.93
quarter,26.02,10.93
community,29.14,10.92
loser,27.08,10.92
winner,31.22,10.92
sale,25.39,10.91
separate,21.71,10.91
van,51.78,10.91
flat,26.22,10.88
sexual,33.2,10.88
sexy,29.98,10.88
sucks,24.47,10.87
sharp,23.78,10.86
request,25.57,10.85
sensitive,22.53,10.84
edge,23.51,10.81
helps,21.25,10.79
cutting,22.08,10.78
washington,42,10.78
bread,28.33,10.75
candy,35.78,10.75
gate,32.04,10.75
beating,22.75,10.73
button,28.25,10.73
reports,25.41,10.73
bloody,38.47,10.72
facts,27.31,10.72
alarm,29.84,10.71
cooking,25.63,10.71
joint,27.55,10.71
paris,69.24,10.71
suffer,22.51,10.71
intend,23.2,10.69
nasty,22.57,10.69
hundreds,21.73,10.68
investigation,29.24,10.67
understanding,21.9,10.67
guts,23.75,10.66
leader,31.16,10.66
mistakes,21.88,10.66
stopping,20.9,10.66
shoe,30.39,10.65
crash,28.65,10.63
twenty,27.02,10.63
members,24,10.62
gorgeous,24.06,10.6
manage,21.47,10.6
walls,24.73,10.59
chocolate,29.39,10.57
claim,25.39,10.56
closet,27.08,10.56
lieutenant,104.04,10.56
lover,26.63,10.56
moments,21.59,10.55
mountain,35.39,10.55
rude,22.06,10.55
guests,25.71,10.54
lousy,23.73,10.54
silence,25.37,10.54
spell,36.65,10.54
cleaning,22.69,10.53
talent,26.12,10.53
row,26.33,10.52
stops,21.8,10.52
attractive,24.63,10.5
grave,26.27,10.5
parties,23.18,10.5
silver,31.75,10.5
thrown,20.53,10.5
guarantee,22.02,10.49
toward,22.92,10.48
busted,22.9,10.44
g,42.53,10.44
stands,21.43,10.44
directly,21.25,10.43
highly,21.2,10.42
awesome,31.37,10.41
counting,21.47,10.41
dollar,27.65,10.4
divorce,32.73,10.38
falls,25.51,10.38
miracle,26.65,10.38
mirror,24.18,10.38
path,24.55,10.37
scream,26.41,10.32
fate,26.96,10.31
fucked,44.92,10.31
rare,21.31,10.3
wore,21.2,10.3
signs,22.02,10.29
sweat,21.86,10.29
terms,22.31,10.29
ocean,30.29,10.28
value,21.51,10.28
attacked,23.9,10.26
behavior,22.39,10.26
giant,27.06,10.26
minds,21.02,10.26
presence,20.86,10.26
cigarette,26.61,10.25
horses,40.92,10.24
planet,38.73,10.23
capable,20.82,10.22
illegal,23.51,10.22
magazine,33.2,10.22
naturally,24.51,10.22
nightmare,22.39,10.22
spoken,19.84,10.22
swing,25.98,10.22
previously,18.1,10.21
bone,26.06,10.19
delicious,21.53,10.18
miserable,21.49,10.18
protection,23.47,10.18
grandma,45.59,10.17
garbage,26.1,10.16
media,22.29,10.16
sports,27.59,10.16
hearts,22.98,10.15
wheel,27.06,10.15
owner,23.24,10.13
secrets,23.86,10.13
convinced,20.8,10.12
equipment,25.45,10.12
f,50.57,10.12
interrupt,18.73,10.12
jumped,21.14,10.12
kissed,28.51,10.12
popular,23.08,10.12
refuse,20.98,10.12
policy,27.02,10.1
successful,20.33,10.1
appears,21.06,10.09
champagne,31.29,10.09
mm,31.1,10.09
stairs,23.76,10.09
carried,20.12,10.07
created,23.43,10.07
officers,28.27,10.06
swim,31.8,10.06
negative,25.65,10.05
expert,22.12,10.04
frankly,19.45,10.04
happiness,24.49,10.04
secure,24.33,10.04
garden,26.55,10.03
pizza,33.51,10.03
served,19.75,10.03
stays,19.16,10
winter,26.22,10
belt,24.35,9.99
considering,19.08,9.99
contract,32.35,9.99
outfit,25.1,9.99
disappear,20.96,9.98
mystery,22.96,9.98
courage,23.67,9.95
hidden,21.27,9.95
pity,23.51,9.95
affair,29.45,9.94
embarrassed,21.43,9.94
nerve,22.96,9.94
progress,21.25,9.94
defense,32.65,9.92
plain,21.82,9.92
plant,27.61,9.91
rose,53.02,9.91
windows,23.33,9.91
juice,26.88,9.9
soldier,38.92,9.9
mixed,21.37,9.87
kills,19.9,9.85
storm,30.86,9.85
false,21.14,9.85
material,22.14,9.84
possibility,20.29,9.84
families,22.33,9.82
settled,19.43,9.82
impressed,19.06,9.81
leading,20.86,9.81
location,24.76,9.81
object,25.76,9.81
al,104.04,9.79
tail,23.9,9.79
disease,26.18,9.78
assure,20.02,9.76
chicago,41.22,9.76
latest,18.73,9.76
wire,27.51,9.76
downtown,21.92,9.75
image,22.63,9.75
junior,35.78,9.75
millions,22.49,9.75
remove,21.25,9.75
results,22.71,9.75
leads,19.78,9.74
precious,23.35,9.74
tears,22.35,9.74
garage,27.22,9.73
hits,20,9.73
pen,24.73,9.73
sounded,18.86,9.73
interview,29.51,9.72
learning,20.31,9.72
winning,23.37,9.72
argue,19.75,9.7
dirt,25.69,9.7
professor,69.57,9.69
reminds,18.37,9.69
pink,28.47,9.68
source,28.18,9.68
dust,23.84,9.67
piss,23.59,9.67
rings,29.88,9.67
entirely,20.12,9.66
bones,30.61,9.64
breaks,18.82,9.64
director,35.96,9.64
uniform,24.82,9.63
armed,22.82,9.62
engine,31.88,9.62
football,37.53,9.61
pleasant,21.02,9.61
trap,23.84,9.61
convince,18.73,9.6
map,31.82,9.6
approach,20.98,9.59
trash,22.47,9.59
thin,20.18,9.57
gang,30.14,9.56
lake,36,9.56
pushing,19.18,9.54
sergeant,62.94,9.51
super,26.2,9.51
cast,23.14,9.5
conference,25.41,9.5
hurting,19.1,9.5
coast,26.69,9.48
effort,19.35,9.48
per,22.37,9.48
explanation,20.06,9.47
frightened,23.25,9.47
pushed,20.49,9.47
services,20.65,9.45
shift,22.82,9.45
sisters,27.35,9.45
couch,23.47,9.44
flesh,22.06,9.44
panic,21.84,9.44
authority,21.22,9.43
collect,20,9.43
engaged,26.02,9.43
percent,25.75,9.42
pie,28.75,9.42
central,24.75,9.39
friendship,22.82,9.39
angeles,30.41,9.38
impression,18.55,9.38
recall,19.67,9.38
seats,21.76,9.38
notes,24.61,9.37
bored,20.18,9.36
mercy,25.31,9.36
mighty,26.57,9.36
particularly,18.55,9.36
peter,90.12,9.36
silent,23,9.36
monkey,33.51,9.32
secretary,33.22,9.32
solid,19.57,9.31
terribly,23.63,9.31
awfully,20.29,9.3
johnny,86.43,9.29
mile,21,9.29
richard,73.82,9.29
students,30.67,9.28
thursday,24.16,9.28
result,19.76,9.26
rocks,22.88,9.26
tests,23.47,9.26
cleaned,17.78,9.25
yard,25.06,9.25
artist,28.63,9.24
chose,18.67,9.24
enjoying,17.02,9.24
lifetime,18.22,9.24
stock,25.49,9.24
photo,22.84,9.23
senior,26.25,9.23
village,33.57,9.23
deny,21.39,9.22
london,46.02,9.22
snow,31.35,9.22
enjoyed,18.16,9.2
ignore,18.65,9.19
owns,19.14,9.19
trapped,20.2,9.19
europe,26.82,9.18
chasing,18.29,9.17
surgery,32.37,9.16
emotional,21.2,9.14
eaten,18.18,9.13
rescue,25.41,9.13
screen,23.39,9.13
useless,19.94,9.13
violence,23,9.13
yelling,21.31,9.13
rip,20.16,9.12
tuesday,23.65,9.12
figures,18.61,9.11
ghost,36.59,9.11
memories,22.2,9.11
whoo,35.08,9.11
pot,22.53,9.1
soup,25.2,9.1
jeez,20.92,9.08
lack,17.75,9.07
stronger,19.1,9.07
loaded,18.59,9.06
bothering,17.98,9.05
walks,18.35,9.05
audience,25.37,9.04
bury,20.67,9.02
golden,23.27,9.02
threat,20.76,9.02
partners,24.16,9.01
receive,19.45,9
suffering,19.43,9
bills,21.49,8.99
exchange,20.22,8.99
grandmother,27.78,8.99
provide,17.41,8.99
solve,19.49,8.99
underwear,21.67,8.99
wood,27,8.99
rolling,21.55,8.98
attempt,19.12,8.97
newspaper,23.69,8.97
confidence,19.47,8.95
insist,17.84,8.95
route,21.35,8.95
vision,23.88,8.95
foreign,22.29,8.93
joking,18.61,8.93
blowing,18.06,8.92
fifth,19.2,8.92
grace,42.29,8.92
potential,18.82,8.92
ray,97.37,8.92
routine,19.84,8.92
sandwich,21.92,8.92
asks,16.71,8.88
packed,17.73,8.88
ripped,19.06,8.88
failure,20.02,8.87
specific,17.8,8.86
coincidence,18.59,8.85
spit,19.35,8.85
steady,22.71,8.85
trained,18.86,8.83
crossed,17.14,8.82
woods,29.06,8.82
chain,21.22,8.81
chick,26.16,8.81
fully,17.25,8.81
robert,63.18,8.81
ancient,21.67,8.8
bound,18.43,8.8
houses,19.12,8.8
birds,25.88,8.79
detail,19.39,8.79
sneak,16.88,8.79
quality,18.57,8.77
range,22.76,8.77
wrap,17.8,8.77
prize,22.39,8.76
teaching,19.8,8.76
reputation,19.27,8.75
scratch,18.84,8.75
cheer,18.69,8.74
desire,20.27,8.74
england,35.22,8.74
henry,76.55,8.74
vote,34.33,8.74
march,24.02,8.73
touching,17.41,8.73
farm,30.04,8.71
yell,18.41,8.71
desert,27.98,8.7
therefore,20.75,8.7
tricks,19,8.7
jim,64.25,8.69
murderer,26.57,8.69
slipped,16.63,8.69
cow,25.51,8.68
standard,18.43,8.68
ambulance,22.41,8.67
cancel,18.29,8.67
century,20.84,8.67
channel,24.41,8.66
egg,26.04,8.66
kissing,23.31,8.66
arrive,18.69,8.64
wipe,16.88,8.64
climb,19.75,8.63
commit,19.29,8.63
passion,19.76,8.63
jimmy,80.22,8.62
proceed,20.9,8.61
wasted,16.75,8.61
starving,16.96,8.58
former,18.27,8.57
performance,21.82,8.57
ease,19.1,8.56
fallen,16.92,8.56
escaped,19.43,8.55
begins,16.55,8.54
fruit,21.73,8.52
hunt,25.86,8.49
cheers,22.71,8.48
impressive,16.96,8.48
series,20.16,8.48
hoped,16.27,8.46
nail,18.65,8.46
smooth,18.27,8.46
tries,15.82,8.46
aboard,26.63,8.45
believes,17.35,8.44
odds,19.02,8.44
ordinary,19.08,8.44
sec,17.2,8.44
sentence,20.53,8.44
mental,19.65,8.43
suits,17.55,8.43
actual,17.33,8.42
grant,32.55,8.42
managed,16.59,8.42
studying,19.35,8.42
package,22.78,8.4
normally,16.04,8.39
thief,24.27,8.39
delivery,19.94,8.38
duck,24.76,8.38
noon,18.12,8.38
trusted,16.78,8.38
universe,25.27,8.38
argument,17,8.37
challenge,19.86,8.35
deserves,15.84,8.35
generous,16.71,8.35
